,teff,logg,period
25146,5408.0,4.52,18.39
25147,5726.0,4.58,12.031
25148,5436.0,4.53,23.085
25149,6250.0,4.1,10.963
25150,5875.0,4.1,12.817
25151,6148.0,4.43,8.735
25152,5078.0,4.3,25.831
25153,5232.0,4.37,9.649
25154,5665.0,4.63,12.946
25155,6147.0,4.31,3.647
25156,5213.0,4.28,29.247
25157,4896.0,4.29,10.532
25158,5704.0,4.54,22.368
25159,5986.0,4.61,11.979
25160,5057.0,4.51,14.942
25161,5221.0,4.78,25.881
25162,5221.0,4.67,18.954
25163,4995.0,4.0,14.18
25164,5568.0,4.84,17.95
25165,4591.0,4.3,29.613
25166,5604.0,4.54,21.756
25167,5252.0,4.59,18.272
25168,5299.0,4.47,20.702
25169,6063.0,4.16,10.94
25170,4526.0,4.56,24.277
25171,5222.0,4.63,10.03
25172,6203.0,4.35,17.001
25173,6072.0,4.59,4.552
25174,6240.0,4.68,1.411
25175,6318.0,4.16,4.638
25176,4855.0,4.5,20.991
25177,5101.0,4.16,10.984
25178,5152.0,4.46,0.603
25179,5294.0,4.65,17.279
25180,5685.0,4.41,1.468
25181,4697.0,4.61,27.435
25182,5245.0,4.51,24.32
25183,5866.0,4.5,14.094
25184,5135.0,4.67,26.649
25185,5427.0,4.69,19.614
25186,5700.0,4.53,23.857
25187,5915.0,4.18,14.446
25188,5036.0,4.35,19.173
25189,4638.0,4.33,15.219
25190,5946.0,4.7,13.986
25191,4560.0,4.53,36.124
25192,5822.0,4.51,9.147
25193,5396.0,4.48,19.606
25194,5785.0,4.5,12.545
25195,4892.0,4.51,0.94
25196,5288.0,4.34,56.734
25197,5351.0,4.47,19.087
25198,5511.0,4.27,20.997
25199,4904.0,4.36,36.358
25200,5476.0,4.56,27.105
25201,6353.0,4.17,11.005
25202,5413.0,4.37,19.385
25203,5365.0,4.47,21.407
25204,4994.0,4.63,20.389
25205,5050.0,4.64,9.898
25206,5588.0,4.42,61.431
25207,5402.0,4.48,56.346
25208,4702.0,4.11,13.631
25209,5808.0,4.63,6.246
25210,4659.0,4.32,26.402
25211,4431.0,4.58,24.344
25212,5024.0,4.39,24.333
25213,5278.0,4.14,33.174
25214,5557.0,4.46,21.287
25215,5251.0,4.54,10.743
25216,5011.0,4.2,30.235
25217,6074.0,4.22,2.444
25218,4931.0,4.46,24.829
25219,6374.0,4.09,4.867
25220,5379.0,4.66,10.272
25221,5157.0,4.71,31.14
25222,5821.0,4.43,3.525
25223,4901.0,4.36,24.027
25224,5356.0,4.58,19.961
25225,5148.0,4.22,28.942
25226,5464.0,4.46,29.925
25227,4562.0,4.6,30.681
25228,4937.0,4.13,19.824
25229,5951.0,4.72,8.96
25230,5589.0,4.71,11.369
25231,4994.0,4.54,11.171
25232,5273.0,4.82,18.785
25233,5613.0,4.46,23.039
25234,5985.0,4.5,10.085
25235,5217.0,4.07,9.282
25236,5636.0,4.29,5.441
25237,5941.0,4.41,11.739
25238,5789.0,4.65,20.505
25239,4916.0,4.29,32.193
25240,5288.0,4.25,11.232
25241,5101.0,4.47,27.37
25242,5748.0,3.98,13.258
25243,5641.0,4.43,14.682
25244,5105.0,4.15,6.795
25245,5704.0,4.66,15.812
25246,6274.0,4.36,2.612
25247,5539.0,4.7,18.2
25248,5001.0,4.61,18.996
25249,5383.0,4.19,26.451
25250,5080.0,4.39,23.81
25251,5990.0,4.45,8.428
25252,5707.0,4.56,3.246
25253,5496.0,4.6,11.435
25254,6485.0,4.37,13.972
25255,5306.0,4.57,8.059
25256,5272.0,4.49,3.919
25257,6050.0,4.63,9.898
25258,4673.0,4.41,28.081
25259,5265.0,4.36,18.665
25260,6142.0,4.49,5.842
25261,5968.0,4.5,14.42
25262,5086.0,4.54,19.022
25263,5413.0,4.67,18.307
25264,5199.0,4.68,23.832
25265,5479.0,4.56,15.633
25266,5663.0,4.64,2.847
25267,6050.0,4.49,14.475
25268,4838.0,4.54,10.533
25269,5468.0,4.59,14.881
25270,5126.0,4.46,18.943
25271,4663.0,4.53,26.058
25272,5241.0,4.61,30.025
25273,5668.0,4.62,5.319
25274,4511.0,4.42,34.669
25275,5309.0,4.07,28.699
25276,5592.0,4.29,16.338
25277,6309.0,4.28,1.585
25278,5794.0,4.33,24.149
25279,5650.0,4.42,20.689
25280,5647.0,4.42,33.114
25281,5605.0,4.86,8.72
25282,5132.0,4.57,16.284
25283,5768.0,4.44,20.106
25284,5948.0,4.12,10.671
25285,4871.0,4.63,26.454
25286,5848.0,4.46,5.887
25287,4901.0,4.89,29.455
25288,4897.0,4.6,14.617
25289,4758.0,4.42,16.892
25290,5340.0,4.46,27.882
25291,5500.0,4.37,8.695
25292,4465.0,4.67,23.935
25293,5272.0,4.29,25.153
25294,5816.0,4.01,4.973
25295,6232.0,4.12,2.237
25296,4835.0,4.52,11.218
25297,5330.0,4.51,16.386
25298,5289.0,4.43,8.036
25299,5427.0,4.49,6.102
25300,5535.0,4.43,3.765
25301,5280.0,4.38,10.329
25302,5660.0,4.52,10.733
25303,6444.0,4.27,0.755
25304,5683.0,4.22,11.127
25305,5479.0,4.54,14.937
25306,5238.0,4.37,5.985
25307,5111.0,4.24,23.99
25308,4757.0,4.55,8.035
25309,6449.0,4.25,0.644
25310,5760.0,4.38,7.916
25311,5483.0,4.53,22.038
25312,5458.0,4.52,7.333
25313,5200.0,4.44,16.367
25314,4634.0,4.62,22.257
25315,4913.0,4.45,21.614
25316,6474.0,4.17,6.749
25317,5826.0,4.27,14.571
25318,5485.0,4.41,19.032
25319,5198.0,4.5,20.321
25320,5558.0,4.46,20.941
25321,5437.0,4.79,20.444
25322,5096.0,4.37,21.91
25323,5341.0,4.34,26.198
25324,4990.0,4.45,22.477
25325,4881.0,4.52,26.847
25326,4471.0,4.59,32.328
25327,5109.0,4.47,16.969
25328,4821.0,4.27,16.996
25329,5261.0,4.28,8.128
25330,5655.0,4.47,20.115
25331,4748.0,4.27,22.966
25332,5075.0,4.33,22.386
25333,4927.0,4.63,11.979
25334,5000.0,4.41,19.055
25335,5005.0,4.61,33.945
25336,5286.0,4.68,24.992
25337,5727.0,4.62,6.596
25338,5528.0,4.53,21.679
25339,5207.0,4.41,23.097
25340,4908.0,4.11,18.941
25341,5666.0,4.74,14.03
25342,4451.0,4.61,15.701
25343,5925.0,4.42,12.485
25344,4916.0,4.6,18.935
25345,5646.0,4.38,35.299
25346,5796.0,4.8,15.562
25347,5102.0,4.58,34.065
25348,4731.0,4.66,23.857
25349,4928.0,4.43,29.292
25350,5256.0,4.83,22.467
25351,5687.0,4.35,12.836
25352,5667.0,3.84,14.59
25353,6496.0,4.25,2.227
25354,5266.0,4.09,10.537
25355,5127.0,4.68,11.637
25356,5473.0,4.55,8.892
25357,4836.0,4.61,22.823
25358,5244.0,4.88,27.534
25359,5880.0,4.53,6.726
25360,5339.0,4.9,28.311
25361,5488.0,4.76,15.053
25362,5886.0,4.54,4.242
25363,5489.0,4.54,14.304
25364,5031.0,4.6,10.623
25365,5857.0,4.56,14.714
25366,5352.0,4.82,11.323
25367,4937.0,4.71,23.392
25368,5033.0,4.21,34.682
25369,4449.0,4.67,23.404
25370,5911.0,4.36,9.242
25371,5930.0,4.47,3.219
25372,5990.0,4.55,19.704
25373,4904.0,4.91,29.743
25374,4728.0,4.36,13.238
25375,6135.0,4.45,10.906
25376,5378.0,4.89,27.5
25377,6231.0,4.49,1.789
25378,5765.0,4.44,22.49
25379,5837.0,4.88,6.98
25380,4823.0,4.31,27.962
25381,5152.0,4.57,33.746
25382,4738.0,4.59,22.851
25383,5340.0,4.46,25.001
25384,5959.0,4.22,10.642
25385,5957.0,4.42,15.733
25386,5618.0,4.49,1.496
25387,4930.0,4.53,33.619
25388,4642.0,4.05,23.589
25389,5735.0,4.64,19.138
25390,4983.0,4.55,8.609
25391,5679.0,4.54,0.57
25392,5732.0,4.64,16.28
25393,5445.0,4.53,5.347
25394,5569.0,4.51,25.471
25395,5718.0,4.63,13.539
25396,5595.0,4.61,7.967
25397,5046.0,4.46,27.439
25398,4964.0,4.52,17.481
25399,5780.0,4.43,19.471
25400,5218.0,4.64,22.68
25401,5327.0,4.97,13.422
25402,5309.0,4.67,7.947
25403,5197.0,4.63,15.509
25404,5591.0,4.79,13.609
25405,5287.0,4.72,7.166
25406,5413.0,4.69,23.738
25407,5173.0,4.7,24.582
25408,6432.0,4.41,3.091
25409,5377.0,4.59,23.648
25410,5649.0,4.63,16.937
25411,5304.0,4.4,31.217
25412,5984.0,4.46,2.295
25413,6441.0,4.06,0.497
25414,5557.0,4.5,15.529
25415,6451.0,4.43,4.117
25416,6154.0,3.9,0.576
25417,4611.0,4.22,23.089
25418,5259.0,4.88,19.131
25419,5006.0,4.55,1.336
25420,4724.0,4.72,36.546
25421,5653.0,4.36,14.97
25422,5039.0,4.51,10.713
25423,5569.0,4.59,14.14
25424,5003.0,4.22,19.53
25425,5676.0,4.21,23.55
25426,4852.0,4.49,11.181
25427,5578.0,4.54,10.079
25428,5797.0,4.33,24.127
25429,4612.0,4.47,11.576
25430,5958.0,4.42,3.325
25431,5815.0,4.58,10.209
25432,5595.0,4.63,10.236
25433,4588.0,4.53,11.536
25434,5754.0,4.57,13.62
25435,4722.0,4.54,25.236
25436,5444.0,4.64,23.628
25437,5158.0,4.61,10.157
25438,4716.0,4.5,12.332
25439,4971.0,4.72,0.46
25440,5321.0,4.88,16.019
25441,5445.0,4.53,4.206
25442,5970.0,4.47,9.602
25443,5925.0,4.7,9.436
25444,4698.0,4.72,11.718
25445,4456.0,4.62,26.252
25446,4589.0,4.59,11.503
25447,5787.0,4.36,10.585
25448,5119.0,4.71,12.483
25449,4974.0,4.55,9.658
25450,5119.0,4.64,19.839
25451,5010.0,4.39,0.564
25452,4787.0,4.51,2.579
25453,6242.0,4.5,2.306
25454,5450.0,4.85,10.948
25455,5140.0,3.88,10.918
25456,5490.0,3.81,51.407
25457,5837.0,4.68,16.445
25458,5611.0,4.5,12.398
25459,5916.0,4.58,14.077
25460,5046.0,4.26,33.243
25461,5860.0,4.61,38.822
25462,5805.0,4.49,20.182
25463,5914.0,4.43,18.739
25464,4949.0,4.88,11.794
25465,5598.0,4.98,10.229
25466,5416.0,4.21,22.047
25467,5357.0,4.55,31.384
25468,6054.0,4.61,3.565
25469,5174.0,4.63,22.419
25470,5230.0,4.26,11.527
25471,6075.0,4.5,4.073
25472,5470.0,4.83,22.216
25473,5486.0,4.59,9.91
25474,4769.0,4.62,27.627
25475,6249.0,4.62,16.224
25476,6091.0,4.48,18.421
25477,5840.0,4.54,21.874
25478,5716.0,4.77,16.919
25479,5016.0,4.97,13.289
25480,5578.0,5.04,22.406
25481,5239.0,4.59,11.827
25482,5834.0,4.41,14.083
25483,5672.0,4.68,19.709
25484,5618.0,4.53,17.69
25485,5432.0,4.52,12.577
25486,5654.0,4.47,25.446
25487,5159.0,4.54,7.405
25488,5249.0,4.45,3.216
25489,5108.0,4.57,11.455
25490,5212.0,4.39,24.249
25491,6159.0,4.22,19.51
25492,5309.0,4.51,18.149
25493,4977.0,4.73,28.067
25494,6240.0,4.27,15.161
25495,6337.0,4.32,3.691
25496,5970.0,4.4,2.274
25497,6407.0,4.34,3.496
25498,5420.0,4.48,26.714
25499,5311.0,4.55,5.779
25500,5309.0,4.42,24.133
25501,4973.0,4.33,17.627
25502,5880.0,4.33,10.382
25503,5562.0,4.52,16.379
25504,5069.0,4.38,6.606
25505,4818.0,4.24,19.758
25506,4673.0,4.56,19.845
25507,4692.0,4.41,37.751
25508,5406.0,4.77,6.423
25509,6053.0,4.25,52.519
25510,5243.0,4.3,12.15
25511,4738.0,4.5,34.962
25512,5601.0,4.75,6.455
25513,5568.0,4.36,3.563
25514,5520.0,4.5,16.363
25515,4967.0,4.65,22.423
25516,5984.0,4.46,11.912
25517,6046.0,4.26,20.178
25518,5825.0,4.56,1.478
25519,5930.0,4.42,8.838
25520,5945.0,4.54,6.466
25521,5367.0,4.85,22.198
25522,4685.0,4.63,27.486
25523,5770.0,4.26,9.956
25524,6233.0,4.27,1.318
25525,5271.0,4.87,29.884
25526,6353.0,4.68,5.165
25527,5647.0,4.59,14.73
25528,5311.0,4.34,10.98
25529,5634.0,4.64,11.005
25530,6232.0,4.12,2.933
25531,4746.0,4.55,1.857
25532,4888.0,4.58,1.853
25533,5222.0,4.42,18.79
25534,6464.0,4.16,1.529
25535,4422.0,4.6,0.74
25536,4861.0,4.46,26.871
25537,5057.0,4.57,18.038
25538,5508.0,4.48,19.495
25539,4702.0,4.63,12.857
25540,4837.0,4.34,13.996
25541,5174.0,4.55,13.034
25542,5798.0,3.72,1.567
25543,5261.0,4.49,5.119
25544,4897.0,4.65,14.033
25545,6232.0,4.35,0.881
25546,4758.0,4.52,13.485
25547,4427.0,4.61,16.753
25548,4588.0,4.77,19.628
25549,5259.0,5.06,6.506
25550,5994.0,4.49,15.723
25551,5796.0,4.42,9.97
25552,4650.0,4.07,14.192
25553,4709.0,4.48,26.244
25554,5115.0,4.64,22.781
25555,4911.0,4.46,19.567
25556,5333.0,4.78,25.887
25557,6054.0,4.65,7.814
25558,5121.0,4.64,26.493
25559,4572.0,3.96,35.79
25560,5936.0,4.52,16.01
25561,4692.0,4.62,19.742
25562,4933.0,4.66,33.362
25563,5160.0,4.55,24.989
25564,4771.0,4.47,22.245
25565,5475.0,4.66,21.847
25566,4501.0,4.65,41.858
25567,5714.0,4.94,15.465
25568,6297.0,4.52,10.679
25569,5797.0,4.63,13.491
25570,5697.0,4.58,21.355
25571,5988.0,4.44,16.236
25572,4881.0,4.58,27.563
25573,6129.0,4.24,4.47
25574,4568.0,4.55,25.694
25575,4755.0,4.54,38.923
25576,5419.0,4.51,20.59
25577,6182.0,4.32,14.49
25578,5626.0,4.58,19.651
25579,4791.0,4.53,22.297
25580,5138.0,4.48,11.944
25581,6042.0,4.44,17.584
25582,4999.0,4.61,24.655
25583,5164.0,4.66,23.227
25584,4995.0,4.81,25.838
25585,5379.0,4.78,2.834
25586,5746.0,4.57,14.927
25587,4992.0,4.57,22.542
25588,4661.0,4.31,24.35
25589,5881.0,4.42,2.317
25590,5094.0,4.55,18.817
25591,5866.0,4.88,20.035
25592,6442.0,4.25,0.532
25593,5453.0,4.57,27.248
25594,6497.0,4.17,4.908
25595,6439.0,4.23,1.9
25596,5921.0,4.34,0.335
25597,4782.0,4.92,28.924
25598,5288.0,4.9,11.701
25599,5627.0,4.66,18.946
25600,5069.0,4.39,28.014
25601,5208.0,4.92,29.712
25602,4653.0,4.63,11.683
25603,5992.0,4.39,1.026
25604,5417.0,4.7,13.744
25605,5835.0,4.49,8.783
25606,5163.0,4.53,25.379
25607,4984.0,4.79,32.171
25608,5347.0,4.12,26.919
25609,5530.0,4.22,15.221
25610,5223.0,4.63,8.162
25611,5931.0,4.54,19.524
25612,6037.0,4.54,9.413
25613,4744.0,4.91,20.272
25614,5712.0,4.46,14.01
25615,5944.0,4.59,17.269
25616,4797.0,4.31,31.884
25617,5377.0,4.73,10.954
25618,5483.0,4.92,7.117
25619,5323.0,4.86,26.308
25620,5400.0,4.96,14.007
25621,5719.0,4.49,14.816
25622,5713.0,4.5,14.706
25623,6153.0,4.24,4.013
25624,5416.0,4.73,13.342
25625,6047.0,4.32,6.597
25626,5270.0,4.86,0.59
25627,5348.0,4.61,28.439
25628,5160.0,4.51,12.109
25629,4848.0,4.42,13.559
25630,5144.0,4.62,31.839
25631,5611.0,4.73,20.423
25632,4649.0,3.95,6.485
25633,4913.0,4.59,36.834
25634,5440.0,5.08,12.758
25635,5294.0,4.65,5.758
25636,5673.0,4.69,9.022
25637,5045.0,4.75,16.305
25638,5253.0,4.67,5.443
25639,5723.0,4.4,21.78
25640,5134.0,4.67,13.486
25641,6269.0,4.56,12.285
25642,6029.0,4.58,8.142
25643,5425.0,4.67,30.328
25644,5255.0,4.66,13.908
25645,4806.0,4.45,26.005
25646,5859.0,4.4,15.697
25647,5117.0,4.59,17.922
25648,5680.0,4.51,15.737
25649,5054.0,4.47,23.552
25650,5343.0,4.83,23.395
25651,5238.0,4.59,8.297
25652,5796.0,4.59,16.647
25653,5782.0,4.54,19.305
25654,5143.0,4.82,34.167
25655,4814.0,4.63,16.996
25656,4768.0,4.62,21.27
25657,4893.0,4.53,10.644
25658,4830.0,4.43,27.537
25659,5497.0,4.5,26.592
25660,4886.0,4.41,30.915
25661,4732.0,4.52,15.873
25662,5618.0,4.8,1.432
25663,6269.0,4.64,4.9
25664,5223.0,4.41,3.133
25665,5534.0,4.67,10.734
25666,5615.0,4.81,20.241
25667,5453.0,4.36,0.398
25668,4475.0,4.51,25.06
25669,5000.0,4.47,32.237
25670,4999.0,4.65,27.826
25671,5550.0,4.95,24.371
25672,5602.0,4.56,29.537
25673,5731.0,4.57,12.018
25674,5476.0,4.42,12.929
25675,5519.0,4.45,10.965
25676,5110.0,4.93,11.109
25677,5268.0,4.62,11.038
25678,5288.0,4.86,10.482
25679,5258.0,4.78,12.849
25680,5868.0,4.38,11.484
25681,4981.0,4.62,2.955
25682,5384.0,4.61,20.433
25683,4493.0,4.69,32.241
25684,5229.0,4.46,15.192
25685,5621.0,4.63,11.109
25686,4842.0,4.63,10.532
25687,5412.0,4.64,5.509
25688,5847.0,4.61,10.112
25689,4981.0,4.41,59.876
25690,6356.0,4.47,14.959
25691,6060.0,4.42,9.98
25692,5855.0,4.82,10.607
25693,5564.0,4.39,8.393
25694,4943.0,4.61,12.025
25695,6402.0,4.59,3.02
25696,4416.0,4.52,22.161
25697,5054.0,4.7,13.318
25698,6022.0,4.54,9.577
25699,5254.0,4.68,11.894
25700,4682.0,4.43,34.973
25701,5566.0,4.49,9.851
25702,5342.0,4.66,10.88
25703,6491.0,4.25,8.516
25704,4870.0,4.6,12.913
25705,4572.0,4.51,13.574
25706,5854.0,4.82,3.811
25707,5577.0,4.61,10.985
25708,5219.0,4.37,27.761
25709,5117.0,4.52,24.374
25710,5189.0,4.67,10.864
25711,6032.0,4.48,3.04
25712,6386.0,4.54,2.054
25713,5366.0,4.59,18.879
25714,5558.0,4.63,12.428
25715,5761.0,4.61,17.638
25716,4951.0,4.28,0.664
25717,4888.0,4.28,13.261
25718,5146.0,4.57,24.188
25719,6173.0,4.52,11.051
25720,6084.0,4.69,9.029
25721,4570.0,4.63,12.703
25722,4585.0,4.54,33.434
25723,5142.0,4.89,11.339
25724,6026.0,4.56,9.643
25725,5504.0,4.57,21.651
25726,5501.0,4.87,10.878
25727,4756.0,4.51,30.853
25728,6355.0,4.55,4.769
25729,4904.0,4.78,20.667
25730,5381.0,4.9,7.114
25731,5570.0,5.0,8.494
25732,4825.0,4.84,20.11
25733,5457.0,4.74,29.532
25734,5084.0,4.45,21.953
25735,5128.0,4.81,28.247
25736,5453.0,4.59,22.026
25737,4707.0,4.64,18.171
25738,4541.0,4.7,24.539
25739,5020.0,4.9,18.554
25740,4597.0,4.57,14.643
25741,4747.0,4.61,35.693
25742,5478.0,4.75,26.544
25743,4829.0,4.72,32.847
25744,4730.0,4.66,25.578
25745,5174.0,4.48,21.421
25746,4463.0,4.41,26.459
25747,6125.0,4.42,14.835
25748,5422.0,4.73,11.616
25749,5206.0,4.44,23.059
25750,5432.0,3.99,18.883
25751,5871.0,4.46,12.506
25752,4918.0,4.79,11.262
25753,4909.0,4.29,22.841
25754,4791.0,4.67,33.472
25755,5565.0,4.75,8.793
25756,5257.0,4.55,22.442
25757,5907.0,4.47,15.141
25758,5061.0,4.54,24.861
25759,6229.0,4.59,1.03
25760,5035.0,4.32,33.222
25761,5467.0,4.77,22.978
25762,6056.0,4.4,3.28
25763,5471.0,4.55,21.866
25764,5857.0,4.52,11.655
25765,5405.0,4.53,8.766
25766,5511.0,4.5,37.602
25767,5621.0,4.92,4.92
25768,5824.0,4.73,5.004
25769,5726.0,4.48,19.721
25770,5733.0,4.34,18.114
25771,5066.0,4.39,13.786
25772,5537.0,4.48,0.713
25773,5562.0,4.69,5.948
25774,6137.0,4.65,18.901
25775,5167.0,4.68,10.123
25776,5364.0,5.02,8.931
25777,5597.0,4.43,14.631
25778,4758.0,4.33,32.313
25779,5676.0,4.71,8.214
25780,5565.0,4.66,10.707
25781,6156.0,4.22,0.906
25782,5248.0,4.71,31.887
25783,5490.0,4.64,20.563
25784,5561.0,4.55,18.997
25785,5295.0,4.91,11.603
25786,6051.0,4.42,5.323
25787,5357.0,4.54,11.422
25788,5425.0,4.71,14.48
25789,5622.0,4.53,4.142
25790,5302.0,4.71,20.924
25791,5254.0,4.53,8.074
25792,6008.0,4.2,4.735
25793,5569.0,4.39,9.594
25794,4618.0,4.61,42.868
25795,5801.0,3.85,19.708
25796,6161.0,4.27,10.76
25797,5774.0,4.47,5.827
25798,5258.0,4.47,7.783
25799,4973.0,4.48,25.168
25800,6353.0,4.25,6.055
25801,4805.0,4.66,24.705
25802,5802.0,4.43,7.092
25803,5820.0,4.54,8.803
25804,6180.0,4.4,2.888
25805,6276.0,4.38,1.818
25806,5179.0,4.18,8.044
25807,4767.0,4.5,22.512
25808,5710.0,4.32,4.992
25809,6159.0,4.43,3.107
25810,6112.0,4.46,1.934
25811,4993.0,4.52,1.908
25812,4889.0,4.34,10.448
25813,5083.0,4.48,11.836
25814,4467.0,4.32,34.015
25815,5538.0,4.52,10.278
25816,5866.0,4.42,15.192
25817,4807.0,4.54,19.229
25818,5525.0,4.68,15.202
25819,5263.0,4.34,26.023
25820,4454.0,4.69,42.736
25821,5748.0,4.74,10.752
25822,4860.0,4.55,38.548
25823,4602.0,4.46,35.81
25824,4956.0,4.81,27.627
25825,5920.0,4.54,12.533
25826,5762.0,4.55,9.056
25827,5396.0,4.56,22.613
25828,6305.0,4.56,9.028
25829,6041.0,4.36,5.226
25830,4837.0,4.5,2.642
25831,5152.0,4.53,30.138
25832,5860.0,4.5,21.855
25833,4977.0,4.45,30.388
25834,5232.0,4.58,31.032
25835,5204.0,4.06,52.582
25836,5810.0,4.46,11.635
25837,6210.0,4.27,2.113
25838,5007.0,4.49,20.584
25839,5594.0,4.98,22.283
25840,5125.0,4.59,26.326
25841,4642.0,4.45,30.852
25842,4858.0,4.47,7.288
25843,4849.0,4.58,10.274
25844,4838.0,4.44,26.192
25845,4650.0,4.68,35.166
25846,5124.0,4.67,24.498
25847,4829.0,4.58,28.562
25848,4650.0,4.31,26.533
25849,5351.0,4.57,52.128
25850,5837.0,4.21,25.605
25851,6426.0,4.35,2.861
25852,5497.0,4.09,26.063
25853,5544.0,4.62,18.566
25854,5285.0,4.4,24.943
25855,5310.0,4.73,22.429
25856,6089.0,4.28,10.446
25857,5338.0,4.51,27.016
25858,5126.0,4.42,26.316
25859,4920.0,4.73,38.18
25860,5944.0,4.4,11.682
25861,6120.0,4.45,6.332
25862,5859.0,4.49,19.758
25863,5220.0,4.93,22.791
25864,5112.0,4.59,20.273
25865,5508.0,4.58,28.527
25866,5106.0,4.83,22.079
25867,5503.0,4.52,18.166
25868,4652.0,4.37,23.984
25869,5417.0,4.58,9.827
25870,5573.0,4.67,14.932
25871,4719.0,4.46,32.622
25872,5552.0,4.65,17.69
25873,5594.0,4.62,20.563
25874,5305.0,4.71,18.59
25875,5431.0,4.6,15.872
25876,4475.0,4.61,37.036
25877,5193.0,4.82,12.386
25878,6085.0,4.26,28.715
25879,4555.0,4.28,24.191
25880,5462.0,4.84,24.96
25881,5173.0,4.45,19.2
25882,5755.0,4.48,4.178
25883,5005.0,4.33,23.891
25884,5578.0,4.95,16.209
25885,5531.0,4.71,24.714
25886,5318.0,4.53,21.163
25887,6152.0,4.29,5.446
25888,5930.0,4.32,10.152
25889,4594.0,4.65,25.16
25890,5177.0,4.8,25.939
25891,6415.0,4.35,1.114
25892,5061.0,4.47,21.569
25893,5467.0,4.44,16.038
25894,5369.0,4.69,16.774
25895,5313.0,4.37,29.101
25896,4946.0,4.73,32.182
25897,5099.0,4.65,13.072
25898,5740.0,5.01,10.822
25899,5164.0,4.64,31.89
25900,4839.0,4.53,27.45
25901,6499.0,4.07,4.649
25902,5729.0,4.61,18.156
25903,5234.0,4.84,26.908
25904,5722.0,4.54,18.83
25905,5586.0,4.74,16.356
25906,5605.0,4.46,14.712
25907,5095.0,4.38,31.109
25908,5077.0,4.54,4.46
25909,6199.0,4.32,6.768
25910,5476.0,4.53,26.652
25911,5198.0,4.62,30.866
25912,5600.0,4.5,15.173
25913,5340.0,4.72,12.006
25914,5230.0,4.71,22.362
25915,5641.0,4.53,0.392
25916,5877.0,4.41,17.029
25917,5098.0,4.6,18.422
25918,5866.0,4.57,15.662
25919,5273.0,4.23,12.397
25920,5265.0,4.18,16.62
25921,5746.0,4.07,21.994
25922,5142.0,4.16,30.384
25923,5482.0,4.53,21.426
25924,5784.0,4.51,17.93
25925,4927.0,4.54,2.934
25926,4820.0,4.54,29.72
25927,5436.0,4.54,2.003
25928,4973.0,4.74,18.76
25929,5505.0,5.01,16.868
25930,5012.0,4.65,30.804
25931,5703.0,4.51,14.62
25932,6029.0,4.3,6.016
25933,5617.0,4.58,6.119
25934,5815.0,4.46,19.07
25935,5394.0,4.15,7.855
25936,5739.0,4.43,21.68
25937,4996.0,4.09,19.359
25938,5007.0,4.43,17.149
25939,6001.0,4.59,9.716
25940,4828.0,4.04,19.628
25941,5470.0,4.39,16.844
25942,5061.0,4.48,0.623
25943,6349.0,4.28,1.459
25944,4972.0,4.54,20.158
25945,4901.0,4.55,12.56
25946,5533.0,4.71,14.907
25947,5737.0,4.37,14.682
25948,5048.0,4.34,26.799
25949,5990.0,4.24,4.849
25950,5534.0,4.56,5.915
25951,5456.0,4.74,19.984
25952,6489.0,4.05,3.159
25953,6334.0,4.34,1.78
25954,6078.0,4.54,4.922
25955,5388.0,3.82,11.428
25956,5456.0,4.8,9.675
25957,4948.0,4.51,7.542
25958,6356.0,4.35,16.091
25959,4474.0,4.92,13.419
25960,5909.0,4.5,10.47
25961,5945.0,4.62,10.067
25962,5362.0,4.55,14.242
25963,5851.0,4.56,2.801
25964,5845.0,4.64,9.541
25965,5546.0,4.57,17.028
25966,5969.0,4.45,24.88
25967,6134.0,4.49,3.955
25968,5868.0,4.39,6.805
25969,5778.0,4.46,3.973
25970,5266.0,4.91,11.019
25971,6263.0,4.29,11.886
25972,4971.0,4.41,0.235
25973,4812.0,4.59,11.036
25974,4492.0,4.64,26.745
25975,5388.0,4.71,11.254
25976,4586.0,4.61,16.587
25977,4906.0,4.47,23.499
25978,5043.0,4.53,10.481
25979,6341.0,4.44,9.764
25980,4920.0,4.38,39.968
25981,5591.0,4.39,1.367
25982,6044.0,4.53,10.987
25983,5243.0,4.79,9.404
25984,5212.0,4.46,10.298
25985,4913.0,4.64,10.7
25986,4742.0,4.33,12.027
25987,4989.0,4.54,12.713
25988,5108.0,4.64,11.119
25989,5567.0,4.69,15.745
25990,6102.0,4.47,18.572
25991,5480.0,4.82,29.128
25992,5550.0,4.97,16.189
25993,6048.0,4.4,12.2
25994,5427.0,4.63,23.91
25995,5781.0,4.44,11.067
25996,5944.0,4.45,21.403
25997,4805.0,4.45,27.643
25998,6259.0,4.29,8.122
25999,5204.0,4.61,8.196
26000,5367.0,4.56,10.786
26001,5177.0,4.63,20.914
26002,5596.0,4.96,16.052
26003,4629.0,4.45,12.852
26004,5435.0,4.48,17.905
26005,4888.0,4.6,17.597
26006,5095.0,4.48,24.756
26007,5940.0,4.44,3.212
26008,5553.0,4.64,15.336
26009,5863.0,4.59,7.188
26010,5774.0,4.76,13.235
26011,4434.0,4.62,29.328
26012,4467.0,4.37,18.207
26013,6448.0,4.38,2.687
26014,5734.0,4.54,26.431
26015,5141.0,4.51,32.173
26016,5205.0,4.22,14.562
26017,4854.0,4.38,35.094
26018,5458.0,4.46,5.14
26019,5545.0,4.42,16.915
